Sexo;Comunidad autónoma;Enfermedades;Sí o no;Total
Hombres;Murcia (Región de);Estreñimiento crónico;TOTAL;100
Hombres;Murcia (Región de);Estreñimiento crónico;Sí;1,49
Hombres;Murcia (Región de);Estreñimiento crónico;No;98,51
Hombres;Murcia (Región de);Cirrosis, disfunción hepática;TOTAL;100
Hombres;Murcia (Región de);Cirrosis, disfunción hepática;Sí;0,67
Hombres;Murcia (Región de);Cirrosis, disfunción hepática;No;99,33
Hombres;Murcia (Región de);Depresión;TOTAL;100
Hombres;Murcia (Región de);Depresión;Sí;3,64
Hombres;Murcia (Región de);Depresión;No;96,36
Hombres;Murcia (Región de);Ansiedad crónica;TOTAL;100
Hombres;Murcia (Región de);Ansiedad crónica;Sí;5,36
Hombres;Murcia (Región de);Ansiedad crónica;No;94,64
Hombres;Murcia (Región de);Otros problemas mentales;TOTAL;100
Hombres;Murcia (Región de);Otros problemas mentales;Sí;1,86
Hombres;Murcia (Región de);Otros problemas mentales;No;98,14
Hombres;Murcia (Región de);Ictus (embolia, infarto cerebral, hemorragia cerebral);TOTAL;100
Hombres;Murcia (Región de);Ictus (embolia, infarto cerebral, hemorragia cerebral);Sí;0,23
Hombres;Murcia (Región de);Ictus (embolia, infarto cerebral, hemorragia cerebral);No;99,77
Hombres;Murcia (Región de);Migraña o dolor de cabeza frecuente;TOTAL;100
Hombres;Murcia (Región de);Migraña o dolor de cabeza frecuente;Sí;4,48
Hombres;Murcia (Región de);Migraña o dolor de cabeza frecuente;No;95,52
Hombres;Murcia (Región de);Hemorroides;TOTAL;100
Hombres;Murcia (Región de);Hemorroides;Sí;5,74
Hombres;Murcia (Región de);Hemorroides;No;94,26
Hombres;Murcia (Región de);Tumores malignos;TOTAL;100
Hombres;Murcia (Región de);Tumores malignos;Sí;1,62
Hombres;Murcia (Región de);Tumores malignos;No;98,38
Hombres;Murcia (Región de);Osteoporosis;TOTAL;100
Hombres;Murcia (Región de);Osteoporosis;Sí;1,7
Hombres;Murcia (Región de);Osteoporosis;No;98,3
Hombres;Murcia (Región de);Problemas de tiroides;TOTAL;100
Hombres;Murcia (Región de);Problemas de tiroides;Sí;1,02
Hombres;Murcia (Región de);Problemas de tiroides;No;98,98
Hombres;Murcia (Región de);Problemas de riñón;TOTAL;100
Hombres;Murcia (Región de);Problemas de riñón;Sí;1,88
Hombres;Murcia (Región de);Problemas de riñón;No;98,12
Hombres;Murcia (Región de);Problemas de próstata (solo hombres);TOTAL;100
Hombres;Murcia (Región de);Problemas de próstata (solo hombres);Sí;3,37
Hombres;Murcia (Región de);Problemas de próstata (solo hombres);No;96,63
Hombres;Murcia (Región de);Problemas del periodo menopáusico (solo mujeres);TOTAL;0
Hombres;Murcia (Región de);Problemas del periodo menopáusico (solo mujeres);Sí;0
Hombres;Murcia (Región de);Problemas del periodo menopáusico (solo mujeres);No;0
Hombres;Murcia (Región de);Lesiones o defectos permanentes causados por un accidente;TOTAL;100
Hombres;Murcia (Región de);Lesiones o defectos permanentes causados por un accidente;Sí;2,74
Hombres;Murcia (Región de);Lesiones o defectos permanentes causados por un accidente;No;97,26
Hombres;Navarra (Comunidad Foral de);Tensión alta;TOTAL;100
Hombres;Navarra (Comunidad Foral de);Tensión alta;Sí;18,27
Hombres;Navarra (Comunidad Foral de);Tensión alta;No;80,8
Hombres;Navarra (Comunidad Foral de);Infarto de miocardio;TOTAL;100
Hombres;Navarra (Comunidad Foral de);Infarto de miocardio;Sí;2,7
Hombres;Navarra (Comunidad Foral de);Infarto de miocardio;No;97,3
Hombres;Navarra (Comunidad Foral de);Angina de pecho, enfermedad coronaria;TOTAL;100
Hombres;Navarra (Comunidad Foral de);Angina de pecho, enfermedad coronaria;Sí;1
Hombres;Navarra (Comunidad Foral de);Angina de pecho, enfermedad coronaria;No;99
Hombres;Navarra (Comunidad Foral de);Otras enfermedades del corazón;TOTAL;100
Hombres;Navarra (Comunidad Foral de);Otras enfermedades del corazón;Sí;5,04
Hombres;Navarra (Comunidad Foral de);Otras enfermedades del corazón;No;94,96
Hombres;Navarra (Comunidad Foral de);Varices en las piernas;TOTAL;100
Hombres;Navarra (Comunidad Foral de);Varices en las piernas;Sí;4,97
Hombres;Navarra (Comunidad Foral de);Varices en las piernas;No;95,03
Hombres;Navarra (Comunidad Foral de);Artrosis (excluyendo artritis);TOTAL;100
Hombres;Navarra (Comunidad Foral de);Artrosis (excluyendo artritis);Sí;8,3
Hombres;Navarra (Comunidad Foral de);Artrosis (excluyendo artritis);No;91,7
Hombres;Navarra (Comunidad Foral de);Dolor de espalda crónico (cervical);TOTAL;100
Hombres;Navarra (Comunidad Foral de);Dolor de espalda crónico (cervical);Sí;5,46
Hombres;Navarra (Comunidad Foral de);Dolor de espalda crónico (cervical);No;94,54
Hombres;Navarra (Comunidad Foral de);Dolor de espalda crónico (lumbar);TOTAL;100
Hombres;Navarra (Comunidad Foral de);Dolor de espalda crónico (lumbar);Sí;9,73
Hombres;Navarra (Comunidad Foral de);Dolor de espalda crónico (lumbar);No;90,27
Hombres;Navarra (Comunidad Foral de);Alergia crónica, como rinitis, conjuntivitis o dermatitis alérgica, alergia alimentaria o de otro tipo (asma alérgica excluida);TOTAL;100
Hombres;Navarra (Comunidad Foral de);Alergia crónica, como rinitis, conjuntivitis o dermatitis alérgica, alergia alimentaria o de otro tipo (asma alérgica excluida);Sí;8,6
Hombres;Navarra (Comunidad Foral de);Alergia crónica, como rinitis, conjuntivitis o dermatitis alérgica, alergia alimentaria o de otro tipo (asma alérgica excluida);No;91,4
Hombres;Navarra (Comunidad Foral de);Asma (incluida asma alérgica);TOTAL;100
Hombres;Navarra (Comunidad Foral de);Asma (incluida asma alérgica);Sí;4
Hombres;Navarra (Comunidad Foral de);Asma (incluida asma alérgica);No;96
Hombres;Navarra (Comunidad Foral de);Bronquitis crónica, enfisema, enfermedad pulmonar obstructiva crónica (EPOC);TOTAL;100
Hombres;Navarra (Comunidad Foral de);Bronquitis crónica, enfisema, enfermedad pulmonar obstructiva crónica (EPOC);Sí;2,64
Hombres;Navarra (Comunidad Foral de);Bronquitis crónica, enfisema, enfermedad pulmonar obstructiva crónica (EPOC);No;97,36
Hombres;Navarra (Comunidad Foral de);Diabetes;TOTAL;100
Hombres;Navarra (Comunidad Foral de);Diabetes;Sí;5,97
Hombres;Navarra (Comunidad Foral de);Diabetes;No;94,03
Hombres;Navarra (Comunidad Foral de);Úlcera de estómago o duodeno;TOTAL;100
Hombres;Navarra (Comunidad Foral de);Úlcera de estómago o duodeno;Sí;1,27
Hombres;Navarra (Comunidad Foral de);Úlcera de estómago o duodeno;No;98,73
Hombres;Navarra (Comunidad Foral de);Incontinencia urinaria o problemas de control de la orina;TOTAL;100
Hombres;Navarra (Comunidad Foral de);Incontinencia urinaria o problemas de control de la orina;Sí;4,1
Hombres;Navarra (Comunidad Foral de);Incontinencia urinaria o problemas de control de la orina;No;95,9
Hombres;Navarra (Comunidad Foral de);Colesterol alto;TOTAL;100
Hombres;Navarra (Comunidad Foral de);Colesterol alto;Sí;19,22
Hombres;Navarra (Comunidad Foral de);Colesterol alto;No;80,78
Hombres;Navarra (Comunidad Foral de);Cataratas;TOTAL;100
Hombres;Navarra (Comunidad Foral de);Cataratas;Sí;2,66
Hombres;Navarra (Comunidad Foral de);Cataratas;No;97,34
Hombres;Navarra (Comunidad Foral de);Problemas crónicos de piel;TOTAL;100
Hombres;Navarra (Comunidad Foral de);Problemas crónicos de piel;Sí;4,39
Hombres;Navarra (Comunidad Foral de);Problemas crónicos de piel;No;95,61
Hombres;Navarra (Comunidad Foral de);Estreñimiento crónico;TOTAL;100
Hombres;Navarra (Comunidad Foral de);Estreñimiento crónico;Sí;1,35
Hombres;Navarra (Comunidad Foral de);Estreñimiento crónico;No;98,65
Hombres;Navarra (Comunidad Foral de);Cirrosis, disfunción hepática;TOTAL;100
Hombres;Navarra (Comunidad Foral de);Cirrosis, disfunción hepática;Sí;0,68
Hombres;Navarra (Comunidad Foral de);Cirrosis, disfunción hepática;No;99,32
Hombres;Navarra (Comunidad Foral de);Depresión;TOTAL;100
Hombres;Navarra (Comunidad Foral de);Depresión;Sí;3,48
Hombres;Navarra (Comunidad Foral de);Depresión;No;96,52
Hombres;Navarra (Comunidad Foral de);Ansiedad crónica;TOTAL;100
Hombres;Navarra (Comunidad Foral de);Ansiedad crónica;Sí;3,45
Hombres;Navarra (Comunidad Foral de);Ansiedad crónica;No;96,55
Hombres;Navarra (Comunidad Foral de);Otros problemas mentales;TOTAL;100
Hombres;Navarra (Comunidad Foral de);Otros problemas mentales;Sí;2,08
Hombres;Navarra (Comunidad Foral de);Otros problemas mentales;No;97,92
Hombres;Navarra (Comunidad Foral de);Ictus (embolia, infarto cerebral, hemorragia cerebral);TOTAL;100
Hombres;Navarra (Comunidad Foral de);Ictus (embolia, infarto cerebral, hemorragia cerebral);Sí;0,08
Hombres;Navarra (Comunidad Foral de);Ictus (embolia, infarto cerebral, hemorragia cerebral);No;99,92
Hombres;Navarra (Comunidad Foral de);Migraña o dolor de cabeza frecuente;TOTAL;100
Hombres;Navarra (Comunidad Foral de);Migraña o dolor de cabeza frecuente;Sí;1,97
Hombres;Navarra (Comunidad Foral de);Migraña o dolor de cabeza frecuente;No;98,03
Hombres;Navarra (Comunidad Foral de);Hemorroides;TOTAL;100
Hombres;Navarra (Comunidad Foral de);Hemorroides;Sí;2,78
Hombres;Navarra (Comunidad Foral de);Hemorroides;No;97,22
Hombres;Navarra (Comunidad Foral de);Tumores malignos;TOTAL;100
Hombres;Navarra (Comunidad Foral de);Tumores malignos;Sí;0,6
Hombres;Navarra (Comunidad Foral de);Tumores malignos;No;99,4
Hombres;Navarra (Comunidad Foral de);Osteoporosis;TOTAL;100
Hombres;Navarra (Comunidad Foral de);Osteoporosis;Sí;0
Hombres;Navarra (Comunidad Foral de);Osteoporosis;No;100
Hombres;Navarra (Comunidad Foral de);Problemas de tiroides;TOTAL;100
Hombres;Navarra (Comunidad Foral de);Problemas de tiroides;Sí;0,49
Hombres;Navarra (Comunidad Foral de);Problemas de tiroides;No;99,51
Hombres;Navarra (Comunidad Foral de);Problemas de riñón;TOTAL;100
Hombres;Navarra (Comunidad Foral de);Problemas de riñón;Sí;3,13
Hombres;Navarra (Comunidad Foral de);Problemas de riñón;No;96,87
Hombres;Navarra (Comunidad Foral de);Problemas de próstata (solo hombres);TOTAL;100
Hombres;Navarra (Comunidad Foral de);Problemas de próstata (solo hombres);Sí;4,86
Hombres;Navarra (Comunidad Foral de);Problemas de próstata (solo hombres);No;95,14
Hombres;Navarra (Comunidad Foral de);Problemas del periodo menopáusico (solo mujeres);TOTAL;0
Hombres;Navarra (Comunidad Foral de);Problemas del periodo menopáusico (solo mujeres);Sí;0
Hombres;Navarra (Comunidad Foral de);Problemas del periodo menopáusico (solo mujeres);No;0
Hombres;Navarra (Comunidad Foral de);Lesiones o defectos permanentes causados por un accidente;TOTAL;100
Hombres;Navarra (Comunidad Foral de);Lesiones o defectos permanentes causados por un accidente;Sí;7,58
Hombres;Navarra (Comunidad Foral de);Lesiones o defectos permanentes causados por un accidente;No;92,42
Hombres;País Vasco;Tensión alta;TOTAL;100
Hombres;País Vasco;Tensión alta;Sí;17,97
Hombres;País Vasco;Tensión alta;No;80,21
Hombres;País Vasco;Infarto de miocardio;TOTAL;100
Hombres;País Vasco;Infarto de miocardio;Sí;0,64
Hombres;País Vasco;Infarto de miocardio;No;99,36
Hombres;País Vasco;Angina de pecho, enfermedad coronaria;TOTAL;100
Hombres;País Vasco;Angina de pecho, enfermedad coronaria;Sí;0,49
Hombres;País Vasco;Angina de pecho, enfermedad coronaria;No;99,51
Hombres;País Vasco;Otras enfermedades del corazón;TOTAL;100
Hombres;País Vasco;Otras enfermedades del corazón;Sí;5,04
Hombres;País Vasco;Otras enfermedades del corazón;No;94,96
Hombres;País Vasco;Varices en las piernas;TOTAL;100
Hombres;País Vasco;Varices en las piernas;Sí;5,53
Hombres;País Vasco;Varices en las piernas;No;94,47
Hombres;País Vasco;Artrosis (excluyendo artritis);TOTAL;100
Hombres;País Vasco;Artrosis (excluyendo artritis);Sí;10,05
Hombres;País Vasco;Artrosis (excluyendo artritis);No;89,95
Hombres;País Vasco;Dolor de espalda crónico (cervical);TOTAL;100
Hombres;País Vasco;Dolor de espalda crónico (cervical);Sí;7,82
Hombres;País Vasco;Dolor de espalda crónico (cervical);No;92,18
Hombres;País Vasco;Dolor de espalda crónico (lumbar);TOTAL;100
Hombres;País Vasco;Dolor de espalda crónico (lumbar);Sí;11,75
Hombres;País Vasco;Dolor de espalda crónico (lumbar);No;88,25
Hombres;País Vasco;Alergia crónica, como rinitis, conjuntivitis o dermatitis alérgica, alergia alimentaria o de otro tipo (asma alérgica excluida);TOTAL;100
Hombres;País Vasco;Alergia crónica, como rinitis, conjuntivitis o dermatitis alérgica, alergia alimentaria o de otro tipo (asma alérgica excluida);Sí;6,18
Hombres;País Vasco;Alergia crónica, como rinitis, conjuntivitis o dermatitis alérgica, alergia alimentaria o de otro tipo (asma alérgica excluida);No;93,82
Hombres;País Vasco;Asma (incluida asma alérgica);TOTAL;100
Hombres;País Vasco;Asma (incluida asma alérgica);Sí;4,71
Hombres;País Vasco;Asma (incluida asma alérgica);No;95,29
Hombres;País Vasco;Bronquitis crónica, enfisema, enfermedad pulmonar obstructiva crónica (EPOC);TOTAL;100
Hombres;País Vasco;Bronquitis crónica, enfisema, enfermedad pulmonar obstructiva crónica (EPOC);Sí;2,84
Hombres;País Vasco;Bronquitis crónica, enfisema, enfermedad pulmonar obstructiva crónica (EPOC);No;97,16
Hombres;País Vasco;Diabetes;TOTAL;100
Hombres;País Vasco;Diabetes;Sí;6,98
Hombres;País Vasco;Diabetes;No;93,02
Hombres;País Vasco;Úlcera de estómago o duodeno;TOTAL;100
Hombres;País Vasco;Úlcera de estómago o duodeno;Sí;1
Hombres;País Vasco;Úlcera de estómago o duodeno;No;99
Hombres;País Vasco;Incontinencia urinaria o problemas de control de la orina;TOTAL;100
Hombres;País Vasco;Incontinencia urinaria o problemas de control de la orina;Sí;2,07
Hombres;País Vasco;Incontinencia urinaria o problemas de control de la orina;No;97,93
Hombres;País Vasco;Colesterol alto;TOTAL;100
Hombres;País Vasco;Colesterol alto;Sí;16,11
Hombres;País Vasco;Colesterol alto;No;83,89
Hombres;País Vasco;Cataratas;TOTAL;100
Hombres;País Vasco;Cataratas;Sí;4,24
Hombres;País Vasco;Cataratas;No;95,76
Hombres;País Vasco;Problemas crónicos de piel;TOTAL;100
Hombres;País Vasco;Problemas crónicos de piel;Sí;4,06
Hombres;País Vasco;Problemas crónicos de piel;No;95,94
Hombres;País Vasco;Estreñimiento crónico;TOTAL;100
Hombres;País Vasco;Estreñimiento crónico;Sí;1,25
Hombres;País Vasco;Estreñimiento crónico;No;98,75
Hombres;País Vasco;Cirrosis, disfunción hepática;TOTAL;100
Hombres;País Vasco;Cirrosis, disfunción hepática;Sí;1,4
Hombres;País Vasco;Cirrosis, disfunción hepática;No;98,6
Hombres;País Vasco;Depresión;TOTAL;100
Hombres;País Vasco;Depresión;Sí;2,94
Hombres;País Vasco;Depresión;No;97,06
Hombres;País Vasco;Ansiedad crónica;TOTAL;100
Hombres;País Vasco;Ansiedad crónica;Sí;3,44
Hombres;País Vasco;Ansiedad crónica;No;96,56
Hombres;País Vasco;Otros problemas mentales;TOTAL;100
Hombres;País Vasco;Otros problemas mentales;Sí;1,87
Hombres;País Vasco;Otros problemas mentales;No;98,13
Hombres;País Vasco;Ictus (embolia, infarto cerebral, hemorragia cerebral);TOTAL;100
Hombres;País Vasco;Ictus (embolia, infarto cerebral, hemorragia cerebral);Sí;0,46
Hombres;País Vasco;Ictus (embolia, infarto cerebral, hemorragia cerebral);No;99,54
Hombres;País Vasco;Migraña o dolor de cabeza frecuente;TOTAL;100
Hombres;País Vasco;Migraña o dolor de cabeza frecuente;Sí;3,96
Hombres;País Vasco;Migraña o dolor de cabeza frecuente;No;96,04
Hombres;País Vasco;Hemorroides;TOTAL;100
Hombres;País Vasco;Hemorroides;Sí;3,04
Hombres;País Vasco;Hemorroides;No;96,96
Hombres;País Vasco;Tumores malignos;TOTAL;100
Hombres;País Vasco;Tumores malignos;Sí;2,19
Hombres;País Vasco;Tumores malignos;No;97,81
Hombres;País Vasco;Osteoporosis;TOTAL;100
Hombres;País Vasco;Osteoporosis;Sí;0,13
Hombres;País Vasco;Osteoporosis;No;99,87
Hombres;País Vasco;Problemas de tiroides;TOTAL;100
Hombres;País Vasco;Problemas de tiroides;Sí;0,87
Hombres;País Vasco;Problemas de tiroides;No;99,13
Hombres;País Vasco;Problemas de riñón;TOTAL;100
Hombres;País Vasco;Problemas de riñón;Sí;2,14
Hombres;País Vasco;Problemas de riñón;No;97,86
Hombres;País Vasco;Problemas de próstata (solo hombres);TOTAL;100
Hombres;País Vasco;Problemas de próstata (solo hombres);Sí;4,94
Hombres;País Vasco;Problemas de próstata (solo hombres);No;95,06
Hombres;País Vasco;Problemas del periodo menopáusico (solo mujeres);TOTAL;0
Hombres;País Vasco;Problemas del periodo menopáusico (solo mujeres);Sí;0
Hombres;País Vasco;Problemas del periodo menopáusico (solo mujeres);No;0
Hombres;País Vasco;Lesiones o defectos permanentes causados por un accidente;TOTAL;100
Hombres;País Vasco;Lesiones o defectos permanentes causados por un accidente;Sí;6,27
Hombres;País Vasco;Lesiones o defectos permanentes causados por un accidente;No;93,73
Hombres;Rioja (La);Tensión alta;TOTAL;100
Hombres;Rioja (La);Tensión alta;Sí;17,3
Hombres;Rioja (La);Tensión alta;No;79,4
Hombres;Rioja (La);Infarto de miocardio;TOTAL;100
Hombres;Rioja (La);Infarto de miocardio;Sí;0,64
Hombres;Rioja (La);Infarto de miocardio;No;99,36
Hombres;Rioja (La);Angina de pecho, enfermedad coronaria;TOTAL;100
Hombres;Rioja (La);Angina de pecho, enfermedad coronaria;Sí;0,77
Hombres;Rioja (La);Angina de pecho, enfermedad coronaria;No;99,23
Hombres;Rioja (La);Otras enfermedades del corazón;TOTAL;100
Hombres;Rioja (La);Otras enfermedades del corazón;Sí;4,87
Hombres;Rioja (La);Otras enfermedades del corazón;No;95,13
Hombres;Rioja (La);Varices en las piernas;TOTAL;100
Hombres;Rioja (La);Varices en las piernas;Sí;5,37
Hombres;Rioja (La);Varices en las piernas;No;94,63
Hombres;Rioja (La);Artrosis (excluyendo artritis);TOTAL;100
Hombres;Rioja (La);Artrosis (excluyendo artritis);Sí;11,28
Hombres;Rioja (La);Artrosis (excluyendo artritis);No;88,72
Hombres;Rioja (La);Dolor de espalda crónico (cervical);TOTAL;100
Hombres;Rioja (La);Dolor de espalda crónico (cervical);Sí;6,33
Hombres;Rioja (La);Dolor de espalda crónico (cervical);No;93,67
Hombres;Rioja (La);Dolor de espalda crónico (lumbar);TOTAL;100
Hombres;Rioja (La);Dolor de espalda crónico (lumbar);Sí;8,1
Hombres;Rioja (La);Dolor de espalda crónico (lumbar);No;91,9
Hombres;Rioja (La);Alergia crónica, como rinitis, conjuntivitis o dermatitis alérgica, alergia alimentaria o de otro tipo (asma alérgica excluida);TOTAL;100
Hombres;Rioja (La);Alergia crónica, como rinitis, conjuntivitis o dermatitis alérgica, alergia alimentaria o de otro tipo (asma alérgica excluida);Sí;8,7
Hombres;Rioja (La);Alergia crónica, como rinitis, conjuntivitis o dermatitis alérgica, alergia alimentaria o de otro tipo (asma alérgica excluida);No;91,3
Hombres;Rioja (La);Asma (incluida asma alérgica);TOTAL;100
Hombres;Rioja (La);Asma (incluida asma alérgica);Sí;2,58
Hombres;Rioja (La);Asma (incluida asma alérgica);No;97,42
Hombres;Rioja (La);Bronquitis crónica, enfisema, enfermedad pulmonar obstructiva crónica (EPOC);TOTAL;100
Hombres;Rioja (La);Bronquitis crónica, enfisema, enfermedad pulmonar obstructiva crónica (EPOC);Sí;2,28
Hombres;Rioja (La);Bronquitis crónica, enfisema, enfermedad pulmonar obstructiva crónica (EPOC);No;97,72
Hombres;Rioja (La);Diabetes;TOTAL;100
Hombres;Rioja (La);Diabetes;Sí;7,49
Hombres;Rioja (La);Diabetes;No;92,51
Hombres;Rioja (La);Úlcera de estómago o duodeno;TOTAL;100
Hombres;Rioja (La);Úlcera de estómago o duodeno;Sí;0,77
