Sexo	Total Nacional	Comunidades y Ciudades Autónomas	Enfermedades	Sí o no	Total
Hombres	Total	Ceuta (Ciudad Autónoma de)	Asma (incluida asma alérgica)	Sí	0.74
Hombres	Total	Ceuta (Ciudad Autónoma de)	Asma (incluida asma alérgica)	No	99.26
Hombres	Total	Ceuta (Ciudad Autónoma de)	Bronquitis crónica. enfisema. enfermedad pulmonar obstructiva crónica (EPOC)	TOTAL	100
Hombres	Total	Ceuta (Ciudad Autónoma de)	Bronquitis crónica. enfisema. enfermedad pulmonar obstructiva crónica (EPOC)	Sí	0
Hombres	Total	Ceuta (Ciudad Autónoma de)	Bronquitis crónica. enfisema. enfermedad pulmonar obstructiva crónica (EPOC)	No	100
Hombres	Total	Ceuta (Ciudad Autónoma de)	Diabetes	TOTAL	100
Hombres	Total	Ceuta (Ciudad Autónoma de)	Diabetes	Sí	6.31
Hombres	Total	Ceuta (Ciudad Autónoma de)	Diabetes	No	93.69
Hombres	Total	Ceuta (Ciudad Autónoma de)	Úlcera de estómago o duodeno	TOTAL	100
Hombres	Total	Ceuta (Ciudad Autónoma de)	Úlcera de estómago o duodeno	Sí	0
Hombres	Total	Ceuta (Ciudad Autónoma de)	Úlcera de estómago o duodeno	No	100
Hombres	Total	Ceuta (Ciudad Autónoma de)	Incontinencia urinaria o problemas de control de la orina	TOTAL	100
Hombres	Total	Ceuta (Ciudad Autónoma de)	Incontinencia urinaria o problemas de control de la orina	Sí	1.42
Hombres	Total	Ceuta (Ciudad Autónoma de)	Incontinencia urinaria o problemas de control de la orina	No	98.58
Hombres	Total	Ceuta (Ciudad Autónoma de)	Colesterol alto	TOTAL	100
Hombres	Total	Ceuta (Ciudad Autónoma de)	Colesterol alto	Sí	10.59
Hombres	Total	Ceuta (Ciudad Autónoma de)	Colesterol alto	No	89.41
Hombres	Total	Ceuta (Ciudad Autónoma de)	Cataratas	TOTAL	100
Hombres	Total	Ceuta (Ciudad Autónoma de)	Cataratas	Sí	2.65
Hombres	Total	Ceuta (Ciudad Autónoma de)	Cataratas	No	97.35
Hombres	Total	Ceuta (Ciudad Autónoma de)	Problemas crónicos de piel	TOTAL	100
Hombres	Total	Ceuta (Ciudad Autónoma de)	Problemas crónicos de piel	Sí	0
Hombres	Total	Ceuta (Ciudad Autónoma de)	Problemas crónicos de piel	No	100
Hombres	Total	Ceuta (Ciudad Autónoma de)	Estreñimiento crónico	TOTAL	100
Hombres	Total	Ceuta (Ciudad Autónoma de)	Estreñimiento crónico	Sí	0
Hombres	Total	Ceuta (Ciudad Autónoma de)	Estreñimiento crónico	No	100
Hombres	Total	Ceuta (Ciudad Autónoma de)	Cirrosis. disfunción hepática	TOTAL	100
Hombres	Total	Ceuta (Ciudad Autónoma de)	Cirrosis. disfunción hepática	Sí	0
Hombres	Total	Ceuta (Ciudad Autónoma de)	Cirrosis. disfunción hepática	No	100
Hombres	Total	Ceuta (Ciudad Autónoma de)	Depresión	TOTAL	100
Hombres	Total	Ceuta (Ciudad Autónoma de)	Depresión	Sí	3.46
Hombres	Total	Ceuta (Ciudad Autónoma de)	Depresión	No	96.54
Hombres	Total	Ceuta (Ciudad Autónoma de)	Ansiedad crónica	TOTAL	100
Hombres	Total	Ceuta (Ciudad Autónoma de)	Ansiedad crónica	Sí	4.58
Hombres	Total	Ceuta (Ciudad Autónoma de)	Ansiedad crónica	No	95.42
Hombres	Total	Ceuta (Ciudad Autónoma de)	Otros problemas mentales	TOTAL	100
Hombres	Total	Ceuta (Ciudad Autónoma de)	Otros problemas mentales	Sí	1.53
Hombres	Total	Ceuta (Ciudad Autónoma de)	Otros problemas mentales	No	98.47
Hombres	Total	Ceuta (Ciudad Autónoma de)	Ictus (embolia. infarto cerebral. hemorragia cerebral)	TOTAL	100
Hombres	Total	Ceuta (Ciudad Autónoma de)	Ictus (embolia. infarto cerebral. hemorragia cerebral)	Sí	0.51
Hombres	Total	Ceuta (Ciudad Autónoma de)	Ictus (embolia. infarto cerebral. hemorragia cerebral)	No	99.49
Hombres	Total	Ceuta (Ciudad Autónoma de)	Migraña o dolor de cabeza frecuente	TOTAL	100
Hombres	Total	Ceuta (Ciudad Autónoma de)	Migraña o dolor de cabeza frecuente	Sí	1.1
Hombres	Total	Ceuta (Ciudad Autónoma de)	Migraña o dolor de cabeza frecuente	No	98.9
Hombres	Total	Ceuta (Ciudad Autónoma de)	Hemorroides	TOTAL	100
Hombres	Total	Ceuta (Ciudad Autónoma de)	Hemorroides	Sí	0.71
Hombres	Total	Ceuta (Ciudad Autónoma de)	Hemorroides	No	99.29
Hombres	Total	Ceuta (Ciudad Autónoma de)	Tumores malignos	TOTAL	100
Hombres	Total	Ceuta (Ciudad Autónoma de)	Tumores malignos	Sí	1.54
Hombres	Total	Ceuta (Ciudad Autónoma de)	Tumores malignos	No	98.46
Hombres	Total	Ceuta (Ciudad Autónoma de)	Osteoporosis	TOTAL	100
Hombres	Total	Ceuta (Ciudad Autónoma de)	Osteoporosis	Sí	0
Hombres	Total	Ceuta (Ciudad Autónoma de)	Osteoporosis	No	100
Hombres	Total	Ceuta (Ciudad Autónoma de)	Problemas de tiroides	TOTAL	100
Hombres	Total	Ceuta (Ciudad Autónoma de)	Problemas de tiroides	Sí	0
Hombres	Total	Ceuta (Ciudad Autónoma de)	Problemas de tiroides	No	100
Hombres	Total	Ceuta (Ciudad Autónoma de)	Problemas de riñón	TOTAL	100
Hombres	Total	Ceuta (Ciudad Autónoma de)	Problemas de riñón	Sí	0.13
Hombres	Total	Ceuta (Ciudad Autónoma de)	Problemas de riñón	No	99.87
Hombres	Total	Ceuta (Ciudad Autónoma de)	Problemas de próstata (solo hombres)	TOTAL	100
Hombres	Total	Ceuta (Ciudad Autónoma de)	Problemas de próstata (solo hombres)	Sí	2.83
Hombres	Total	Ceuta (Ciudad Autónoma de)	Problemas de próstata (solo hombres)	No	97.17
Hombres	Total	Ceuta (Ciudad Autónoma de)	Problemas del periodo menopáusico (solo mujeres)	TOTAL	0
Hombres	Total	Ceuta (Ciudad Autónoma de)	Problemas del periodo menopáusico (solo mujeres)	Sí	0
Hombres	Total	Ceuta (Ciudad Autónoma de)	Problemas del periodo menopáusico (solo mujeres)	No	0
Hombres	Total	Ceuta (Ciudad Autónoma de)	Lesiones o defectos permanentes causados por un accidente	TOTAL	100
Hombres	Total	Ceuta (Ciudad Autónoma de)	Lesiones o defectos permanentes causados por un accidente	Sí	1.14
Hombres	Total	Ceuta (Ciudad Autónoma de)	Lesiones o defectos permanentes causados por un accidente	No	98.86
Hombres	Total	Melilla (Ciudad Autónoma de)	Tensión alta	TOTAL	100
Hombres	Total	Melilla (Ciudad Autónoma de)	Tensión alta	Sí	12.08
Hombres	Total	Melilla (Ciudad Autónoma de)	Tensión alta	No	87.92
Hombres	Total	Melilla (Ciudad Autónoma de)	Infarto de miocardio	TOTAL	100
Hombres	Total	Melilla (Ciudad Autónoma de)	Infarto de miocardio	Sí	0.6
Hombres	Total	Melilla (Ciudad Autónoma de)	Infarto de miocardio	No	99.4
Hombres	Total	Melilla (Ciudad Autónoma de)	Angina de pecho. enfermedad coronaria	TOTAL	100
Hombres	Total	Melilla (Ciudad Autónoma de)	Angina de pecho. enfermedad coronaria	Sí	0
Hombres	Total	Melilla (Ciudad Autónoma de)	Angina de pecho. enfermedad coronaria	No	100
Hombres	Total	Melilla (Ciudad Autónoma de)	Otras enfermedades del corazón	TOTAL	100
Hombres	Total	Melilla (Ciudad Autónoma de)	Otras enfermedades del corazón	Sí	2.71
Hombres	Total	Melilla (Ciudad Autónoma de)	Otras enfermedades del corazón	No	97.29
Hombres	Total	Melilla (Ciudad Autónoma de)	Varices en las piernas	TOTAL	100
Hombres	Total	Melilla (Ciudad Autónoma de)	Varices en las piernas	Sí	0
Hombres	Total	Melilla (Ciudad Autónoma de)	Varices en las piernas	No	100
Hombres	Total	Melilla (Ciudad Autónoma de)	Artrosis (excluyendo artritis)	TOTAL	100
Hombres	Total	Melilla (Ciudad Autónoma de)	Artrosis (excluyendo artritis)	Sí	2.65
Hombres	Total	Melilla (Ciudad Autónoma de)	Artrosis (excluyendo artritis)	No	97.35
Hombres	Total	Melilla (Ciudad Autónoma de)	Dolor de espalda crónico (cervical)	TOTAL	100
Hombres	Total	Melilla (Ciudad Autónoma de)	Dolor de espalda crónico (cervical)	Sí	0
Hombres	Total	Melilla (Ciudad Autónoma de)	Dolor de espalda crónico (cervical)	No	100
Hombres	Total	Melilla (Ciudad Autónoma de)	Dolor de espalda crónico (lumbar)	TOTAL	100
Hombres	Total	Melilla (Ciudad Autónoma de)	Dolor de espalda crónico (lumbar)	Sí	1.44
Hombres	Total	Melilla (Ciudad Autónoma de)	Dolor de espalda crónico (lumbar)	No	98.56
Hombres	Total	Melilla (Ciudad Autónoma de)	Alergia crónica. como rinitis. conjuntivitis o dermatitis alérgica. alergia alimentaria o de otro tipo (asma alérgica excluida)	TOTAL	100
Hombres	Total	Melilla (Ciudad Autónoma de)	Alergia crónica. como rinitis. conjuntivitis o dermatitis alérgica. alergia alimentaria o de otro tipo (asma alérgica excluida)	Sí	0.48
Hombres	Total	Melilla (Ciudad Autónoma de)	Alergia crónica. como rinitis. conjuntivitis o dermatitis alérgica. alergia alimentaria o de otro tipo (asma alérgica excluida)	No	99.52
Hombres	Total	Melilla (Ciudad Autónoma de)	Asma (incluida asma alérgica)	TOTAL	100
Hombres	Total	Melilla (Ciudad Autónoma de)	Asma (incluida asma alérgica)	Sí	2.15
Hombres	Total	Melilla (Ciudad Autónoma de)	Asma (incluida asma alérgica)	No	97.85
Hombres	Total	Melilla (Ciudad Autónoma de)	Bronquitis crónica. enfisema. enfermedad pulmonar obstructiva crónica (EPOC)	TOTAL	100
Hombres	Total	Melilla (Ciudad Autónoma de)	Bronquitis crónica. enfisema. enfermedad pulmonar obstructiva crónica (EPOC)	Sí	0.72
Hombres	Total	Melilla (Ciudad Autónoma de)	Bronquitis crónica. enfisema. enfermedad pulmonar obstructiva crónica (EPOC)	No	99.28
Hombres	Total	Melilla (Ciudad Autónoma de)	Diabetes	TOTAL	100
Hombres	Total	Melilla (Ciudad Autónoma de)	Diabetes	Sí	6.4
Hombres	Total	Melilla (Ciudad Autónoma de)	Diabetes	No	93.6
Hombres	Total	Melilla (Ciudad Autónoma de)	Úlcera de estómago o duodeno	TOTAL	100
Hombres	Total	Melilla (Ciudad Autónoma de)	Úlcera de estómago o duodeno	Sí	0
Hombres	Total	Melilla (Ciudad Autónoma de)	Úlcera de estómago o duodeno	No	100
Hombres	Total	Melilla (Ciudad Autónoma de)	Incontinencia urinaria o problemas de control de la orina	TOTAL	100
Hombres	Total	Melilla (Ciudad Autónoma de)	Incontinencia urinaria o problemas de control de la orina	Sí	0
Hombres	Total	Melilla (Ciudad Autónoma de)	Incontinencia urinaria o problemas de control de la orina	No	100
Hombres	Total	Melilla (Ciudad Autónoma de)	Colesterol alto	TOTAL	100
Hombres	Total	Melilla (Ciudad Autónoma de)	Colesterol alto	Sí	6.05
Hombres	Total	Melilla (Ciudad Autónoma de)	Colesterol alto	No	93.95
Hombres	Total	Melilla (Ciudad Autónoma de)	Cataratas	TOTAL	100
Hombres	Total	Melilla (Ciudad Autónoma de)	Cataratas	Sí	1.02
Hombres	Total	Melilla (Ciudad Autónoma de)	Cataratas	No	98.98
Hombres	Total	Melilla (Ciudad Autónoma de)	Problemas crónicos de piel	TOTAL	100
Hombres	Total	Melilla (Ciudad Autónoma de)	Problemas crónicos de piel	Sí	0.72
Hombres	Total	Melilla (Ciudad Autónoma de)	Problemas crónicos de piel	No	99.28
Hombres	Total	Melilla (Ciudad Autónoma de)	Estreñimiento crónico	TOTAL	100
Hombres	Total	Melilla (Ciudad Autónoma de)	Estreñimiento crónico	Sí	0
Hombres	Total	Melilla (Ciudad Autónoma de)	Estreñimiento crónico	No	100
Hombres	Total	Melilla (Ciudad Autónoma de)	Cirrosis. disfunción hepática	TOTAL	100
Hombres	Total	Melilla (Ciudad Autónoma de)	Cirrosis. disfunción hepática	Sí	0
Hombres	Total	Melilla (Ciudad Autónoma de)	Cirrosis. disfunción hepática	No	100
Hombres	Total	Melilla (Ciudad Autónoma de)	Depresión	TOTAL	100
Hombres	Total	Melilla (Ciudad Autónoma de)	Depresión	Sí	0.75
Hombres	Total	Melilla (Ciudad Autónoma de)	Depresión	No	99.25
Hombres	Total	Melilla (Ciudad Autónoma de)	Ansiedad crónica	TOTAL	100
Hombres	Total	Melilla (Ciudad Autónoma de)	Ansiedad crónica	Sí	0
Hombres	Total	Melilla (Ciudad Autónoma de)	Ansiedad crónica	No	100
Hombres	Total	Melilla (Ciudad Autónoma de)	Otros problemas mentales	TOTAL	100
Hombres	Total	Melilla (Ciudad Autónoma de)	Otros problemas mentales	Sí	0
Hombres	Total	Melilla (Ciudad Autónoma de)	Otros problemas mentales	No	100
Hombres	Total	Melilla (Ciudad Autónoma de)	Ictus (embolia. infarto cerebral. hemorragia cerebral)	TOTAL	100
Hombres	Total	Melilla (Ciudad Autónoma de)	Ictus (embolia. infarto cerebral. hemorragia cerebral)	Sí	0
Hombres	Total	Melilla (Ciudad Autónoma de)	Ictus (embolia. infarto cerebral. hemorragia cerebral)	No	100
Hombres	Total	Melilla (Ciudad Autónoma de)	Migraña o dolor de cabeza frecuente	TOTAL	100
Hombres	Total	Melilla (Ciudad Autónoma de)	Migraña o dolor de cabeza frecuente	Sí	0
Hombres	Total	Melilla (Ciudad Autónoma de)	Migraña o dolor de cabeza frecuente	No	100
Hombres	Total	Melilla (Ciudad Autónoma de)	Hemorroides	TOTAL	100
Hombres	Total	Melilla (Ciudad Autónoma de)	Hemorroides	Sí	0
Hombres	Total	Melilla (Ciudad Autónoma de)	Hemorroides	No	100
Hombres	Total	Melilla (Ciudad Autónoma de)	Tumores malignos	TOTAL	100
Hombres	Total	Melilla (Ciudad Autónoma de)	Tumores malignos	Sí	0
Hombres	Total	Melilla (Ciudad Autónoma de)	Tumores malignos	No	100
Hombres	Total	Melilla (Ciudad Autónoma de)	Osteoporosis	TOTAL	100
Hombres	Total	Melilla (Ciudad Autónoma de)	Osteoporosis	Sí	0
Hombres	Total	Melilla (Ciudad Autónoma de)	Osteoporosis	No	100
Hombres	Total	Melilla (Ciudad Autónoma de)	Problemas de tiroides	TOTAL	100
Hombres	Total	Melilla (Ciudad Autónoma de)	Problemas de tiroides	Sí	0
Hombres	Total	Melilla (Ciudad Autónoma de)	Problemas de tiroides	No	100
Hombres	Total	Melilla (Ciudad Autónoma de)	Problemas de riñón	TOTAL	100
Hombres	Total	Melilla (Ciudad Autónoma de)	Problemas de riñón	Sí	0.3
Hombres	Total	Melilla (Ciudad Autónoma de)	Problemas de riñón	No	99.7
Hombres	Total	Melilla (Ciudad Autónoma de)	Problemas de próstata (solo hombres)	TOTAL	100
Hombres	Total	Melilla (Ciudad Autónoma de)	Problemas de próstata (solo hombres)	Sí	1.43
Hombres	Total	Melilla (Ciudad Autónoma de)	Problemas de próstata (solo hombres)	No	98.57
Hombres	Total	Melilla (Ciudad Autónoma de)	Problemas del periodo menopáusico (solo mujeres)	TOTAL	0
Hombres	Total	Melilla (Ciudad Autónoma de)	Problemas del periodo menopáusico (solo mujeres)	Sí	0
Hombres	Total	Melilla (Ciudad Autónoma de)	Problemas del periodo menopáusico (solo mujeres)	No	0
Hombres	Total	Melilla (Ciudad Autónoma de)	Lesiones o defectos permanentes causados por un accidente	TOTAL	100
Hombres	Total	Melilla (Ciudad Autónoma de)	Lesiones o defectos permanentes causados por un accidente	Sí	0.23
Hombres	Total	Melilla (Ciudad Autónoma de)	Lesiones o defectos permanentes causados por un accidente	No	99.77
Mujeres	Total		Tensión alta	TOTAL	100
Mujeres	Total		Tensión alta	Sí	19.06
Mujeres	Total		Tensión alta	No	80.61
Mujeres	Total		Infarto de miocardio	TOTAL	100
Mujeres	Total		Infarto de miocardio	Sí	0.4
Mujeres	Total		Infarto de miocardio	No	99.6
Mujeres	Total		Angina de pecho. enfermedad coronaria	TOTAL	100
Mujeres	Total		Angina de pecho. enfermedad coronaria	Sí	0.61
Mujeres	Total		Angina de pecho. enfermedad coronaria	No	99.39
Mujeres	Total		Otras enfermedades del corazón	TOTAL	100
Mujeres	Total		Otras enfermedades del corazón	Sí	4.13
Mujeres	Total		Otras enfermedades del corazón	No	95.87
Mujeres	Total		Varices en las piernas	TOTAL	100
Mujeres	Total		Varices en las piernas	Sí	11.18
Mujeres	Total		Varices en las piernas	No	88.82
Mujeres	Total		Artrosis (excluyendo artritis)	TOTAL	100
Mujeres	Total		Artrosis (excluyendo artritis)	Sí	19.73
Mujeres	Total		Artrosis (excluyendo artritis)	No	80.27
Mujeres	Total		Dolor de espalda crónico (cervical)	TOTAL	100
Mujeres	Total		Dolor de espalda crónico (cervical)	Sí	15.46
Mujeres	Total		Dolor de espalda crónico (cervical)	No	84.54
Mujeres	Total		Dolor de espalda crónico (lumbar)	TOTAL	100
Mujeres	Total		Dolor de espalda crónico (lumbar)	Sí	17.08
Mujeres	Total		Dolor de espalda crónico (lumbar)	No	82.92
Mujeres	Total		Alergia crónica. como rinitis. conjuntivitis o dermatitis alérgica. alergia alimentaria o de otro tipo (asma alérgica excluida)	TOTAL	100
Mujeres	Total		Alergia crónica. como rinitis. conjuntivitis o dermatitis alérgica. alergia alimentaria o de otro tipo (asma alérgica excluida)	Sí	12.35
Mujeres	Total		Alergia crónica. como rinitis. conjuntivitis o dermatitis alérgica. alergia alimentaria o de otro tipo (asma alérgica excluida)	No	87.65
Mujeres	Total		Asma (incluida asma alérgica)	TOTAL	100
Mujeres	Total		Asma (incluida asma alérgica)	Sí	4.59
Mujeres	Total		Asma (incluida asma alérgica)	No	95.41
Mujeres	Total		Bronquitis crónica. enfisema. enfermedad pulmonar obstructiva crónica (EPOC)	TOTAL	100
Mujeres	Total		Bronquitis crónica. enfisema. enfermedad pulmonar obstructiva crónica (EPOC)	Sí	2.72
Mujeres	Total		Bronquitis crónica. enfisema. enfermedad pulmonar obstructiva crónica (EPOC)	No	97.28
Mujeres	Total		Diabetes	TOTAL	100
Mujeres	Total		Diabetes	Sí	6.86
Mujeres	Total		Diabetes	No	93.14
Mujeres	Total		Úlcera de estómago o duodeno	TOTAL	100
Mujeres	Total		Úlcera de estómago o duodeno	Sí	1.58
Mujeres	Total		Úlcera de estómago o duodeno	No	98.42
Mujeres	Total		Incontinencia urinaria o problemas de control de la orina	TOTAL	100
Mujeres	Total		Incontinencia urinaria o problemas de control de la orina	Sí	4.32
Mujeres	Total		Incontinencia urinaria o problemas de control de la orina	No	95.68
Mujeres	Total		Colesterol alto	TOTAL	100
Mujeres	Total		Colesterol alto	Sí	15.11
Mujeres	Total		Colesterol alto	No	84.89
Mujeres	Total		Cataratas	TOTAL	100
Mujeres	Total		Cataratas	Sí	5.07
Mujeres	Total		Cataratas	No	94.93
Mujeres	Total		Problemas crónicos de piel	TOTAL	100
Mujeres	Total		Problemas crónicos de piel	Sí	4.5
Mujeres	Total		Problemas crónicos de piel	No	95.5
Mujeres	Total		Estreñimiento crónico	TOTAL	100
Mujeres	Total		Estreñimiento crónico	Sí	4.11
Mujeres	Total		Estreñimiento crónico	No	95.89
Mujeres	Total		Cirrosis. disfunción hepática	TOTAL	100
Mujeres	Total		Cirrosis. disfunción hepática	Sí	0.62
Mujeres	Total		Cirrosis. disfunción hepática	No	99.38
Mujeres	Total		Depresión	TOTAL	100
Mujeres	Total		Depresión	Sí	7.22
Mujeres	Total		Depresión	No	92.78
Mujeres	Total		Ansiedad crónica	TOTAL	100
Mujeres	Total		Ansiedad crónica	Sí	8.06
Mujeres	Total		Ansiedad crónica	No	91.94
Mujeres	Total		Otros problemas mentales	TOTAL	100
Mujeres	Total		Otros problemas mentales	Sí	1.69
Mujeres	Total		Otros problemas mentales	No	98.31
Mujeres	Total		Ictus (embolia. infarto cerebral. hemorragia cerebral)	TOTAL	100
Mujeres	Total		Ictus (embolia. infarto cerebral. hemorragia cerebral)	Sí	0.8
Mujeres	Total		Ictus (embolia. infarto cerebral. hemorragia cerebral)	No	99.2
Mujeres	Total		Migraña o dolor de cabeza frecuente	TOTAL	100
Mujeres	Total		Migraña o dolor de cabeza frecuente	Sí	10.02
Mujeres	Total		Migraña o dolor de cabeza frecuente	No	89.98
Mujeres	Total		Hemorroides	TOTAL	100
Mujeres	Total		Hemorroides	Sí	3.92
Mujeres	Total		Hemorroides	No	96.08
Mujeres	Total		Tumores malignos	TOTAL	100
Mujeres	Total		Tumores malignos	Sí	1.73
Mujeres	Total		Tumores malignos	No	98.27
Mujeres	Total		Osteoporosis	TOTAL	100
Mujeres	Total		Osteoporosis	Sí	5.76
Mujeres	Total		Osteoporosis	No	94.24
Mujeres	Total		Problemas de tiroides	TOTAL	100
Mujeres	Total		Problemas de tiroides	Sí	8.75
Mujeres	Total		Problemas de tiroides	No	91.25
Mujeres	Total		Problemas de riñón	TOTAL	100
Mujeres	Total		Problemas de riñón	Sí	2.42
Mujeres	Total		Problemas de riñón	No	97.58
Mujeres	Total		Problemas de próstata (solo hombres)	TOTAL	0
Mujeres	Total		Problemas de próstata (solo hombres)	Sí	0
Mujeres	Total		Problemas de próstata (solo hombres)	No	0
Mujeres	Total		Problemas del periodo menopáusico (solo mujeres)	TOTAL	100
Mujeres	Total		Problemas del periodo menopáusico (solo mujeres)	Sí	2.93
Mujeres	Total		Problemas del periodo menopáusico (solo mujeres)	No	97.07
Mujeres	Total		Lesiones o defectos permanentes causados por un accidente	TOTAL	100
Mujeres	Total		Lesiones o defectos permanentes causados por un accidente	Sí	2.5
Mujeres	Total		Lesiones o defectos permanentes causados por un accidente	No	97.5
Mujeres	Total	Andalucía	Tensión alta	TOTAL	100
Mujeres	Total	Andalucía	Tensión alta	Sí	21.12
Mujeres	Total	Andalucía	Tensión alta	No	78.45
Mujeres	Total	Andalucía	Infarto de miocardio	TOTAL	100
Mujeres	Total	Andalucía	Infarto de miocardio	Sí	0.85
Mujeres	Total	Andalucía	Infarto de miocardio	No	99.15
Mujeres	Total	Andalucía	Angina de pecho. enfermedad coronaria	TOTAL	100
Mujeres	Total	Andalucía	Angina de pecho. enfermedad coronaria	Sí	1.05
Mujeres	Total	Andalucía	Angina de pecho. enfermedad coronaria	No	98.95
Mujeres	Total	Andalucía	Otras enfermedades del corazón	TOTAL	100
